time,user_name,user_color,message
11675,nightbot,#7C7CE1,"Käy tsekkaamassa Huippukivan ESL-diilit! Koodilla PELAAJATCOM 10% lisäalennus koko tilaukselle. https://pelaajat.com/out/huippukiva"
11676,veedubtw,#FF69B4,"@Anxpi jos tepsiä kannatat"
11676,vusalasimov,#1E90FF,"onko blade käskenyt navin demariin"
11677,pepetsuu,#FF0000,"Arttu ethän vain ole pyörinyt heinolan torilla ryyppäämässä"
11677,v3x11,,"Tykkääkö Olvari sormileikeistä ?"
11680,dexen00,#00FF7F,"@jollevaan navia"
11682,astraex_,#8400FF,"@BurecRS LOL"
11686,lohifn,#FF69B4,"Tulleeko tännää hagrid buff molemmille tiimeille"
11687,jonneauh,#FF69B4,"Jesper minee tänää :)"
11687,captbablobronzebeard,#FF69B4,"@veedubtw pepsi on hyvää"
11691,x_ankka,#FF0000,"Aleksia väsyttää niinku aina"
11692,xxdim3bagxx,#5F9EA0,"Miten navi on lähtenyt näin vihasesti? Kreygasm"
11694,riqumato,#FF0000,"@Jonneauh essille"
11694,anxpi,#0000FF,"@veedubtw Ei ei ei. Jypin ukkoja"
11697,traplikeracoonzs,,"Navi on siitä mielenkiintonen tiimi et välillä se saa syvemmän epätoivon tunteen ku rankan viikonlopun jälkeinen Maanantai ja välillä tuntuu ku ois pelkkää juhlaa"
11702,deluxefox,#9ACD32,"Olvari kyllä yhden kaljan voi juoda aina."
11703,pelimies77,,"mikä on olvarin suosikki shotti"
11707,veedubtw,#FF69B4,"@Anxpi no sitten nauti! pelaa hyvää kiekkoa j y p"
11711,astraex_,#8400FF,"pelKummel pelKummel pelKummel"
11714,ysi_fb,,"Navi voittaa Ancientin jotta ne voi ottaa 13-2 turpaan infissä pelJimi"
11718,vusalasimov,#1E90FF,"aina voi ottaa viimeisen"
11718,c00na,,"härkä istuu härässä"
11720,x_ankka,#FF0000,"Olvarin lemppari olut"
11723,deluxefox,#9ACD32,"Yhdet vaan"
11725,savonlassi,#B500FF,"mennään irkkuun ei istuvaan"
11732,captbablobronzebeard,#FF69B4,"yks olut loppuu sit ku lähtee himaa"
11733,veedup,#8A2BE2,"istuvassa härässä oltiin juhannuksena aiheuttamas pahennusta äijien kanssa"
11735,raattani,#B22222,"Eka menee aina ikeniin, eikö olvari ole näin?"
11736,sliippiii,,"Istuvahärkä on hyvä mutta irkku parempi ;)"
11740,vesterix79,#8A2BE2,"ensimmäinen menee ikeniin"
11743,exodnb,,"Ai katos suomi vs suomi finaali. Ei tuu CS enää seurattua. :D"
11746,nikokork,#9ACD32,"xff"
11749,astraex_,#8400FF,"LO"
11756,rotjatsu,,"Rosvosektori - Sitä ei lasketa väliajalle pliis"
11758,arskaz13,#0000FF,"@pelaajatcom kumpi voittaa ifk vai ilves pelSaha pelSaha"
11763,nlfcs,#8A2BE2,"olvari sähä sanoit että pcomilla ei onnistu se et ottaa vaa yhe"
11768,henkkaaazzz,#0000FF,"@exodnb 0/5 ragebait"
11773,rotko4,,"@arskaz13 Clash of trash"
11776,t0lppa,#EC73FA,"Wonderbot 0 xff"
11779,veedubtw,#FF69B4,"jäätävä etu tohon dueliin ja häviää onse jimpula suomesta"
11780,eetusqt,#AFFF25,"wonderful painaa kovaa laakia"
11783,c00na,,"yhden lavan jos juo"
11798,x_ankka,#FF0000,"@c00na jep"
11803,exodnb,,"@henkkaaazzz Mikä ihmeen ragebait? :D Kerroin vaan etten oo CS seurannut ja tajusin nyt striimin avattua, että siellä on suomi vs suomi."
11805,riqumato,#FF0000,"Pääasia että Suomalainen voittaa."
11806,xxdim3bagxx,#5F9EA0,"Jimi tu kotiin siellon matsi menos"
11815,kortennn,,"Olvari voin tarjota rossossa maanantaina aterian"
11819,exodnb,,"Sulta se ragebait tuli lul"
11819,henkkaaazzz,#0000FF,"@exodnb ri oo"
11824,henkkaaazzz,#0000FF,"ei oo finaali"
11828,captbablobronzebeard,#FF69B4,"@kortennn nyt ammutaan kovilla"
11831,arskaz13,#0000FF,"@exodnb Jebaited Jebaited"
11832,kkongukko,#9ACD32,"huutista miten voi burgeroida noin"
11833,rotko4,,""Vaikee retake""
11835,lederhosengmbh,#B22222,"Olipas kalleellaan Naville"
11839,lukaxs11,,"aleksi?"
11842,joopa93,#B22222,"Thai Ming"
11844,magisklicker,#1E90FF,"Positio 5/5"
11847,ival0,#008000,""nonii vitun paskat""
11850,deluxefox,#9ACD32,"Itseni hirveästi juo alkoholia niin aina tissuttele vaan juon yleensä kaksi lonkeroa siihen jää tykkää nauttia illasta enkä tykkää olla hirveässä kännissä ja sit on kiva muistella edellistä iltaa eikä silleen tai muista koko edellisestä illasta mitään. lirikLIT"
11850,imbamodee,,"!maps"
11850,nightbot,#7C7CE1,"Ancient (Navi), Inferno (MOUZ), Train (Decider)"
11859,x_ankka,#FF0000,"@ival0 sanoo blade"
11861,exodnb,,"@henkkaaazzz No quarter finals. Luin vaan "finals" kun typerästi kirjoitettu title."
11861,sonnipitkanen,,"Awww Ihana BisexualPride"
11863,h4ssinen_,#1E90FF,"kummas puolella tässä nyt pitäs olla"
11867,smulih_,#0000FF,"Iisalmessa on myös kiva pienpanimo"
11869,eetusqt,#AFFF25,"samppa mä voin tajoo sulle ruuan pancho villas"
11870,kyllonen97,#FF69B4,"pelJimi"
11872,anxpi,#0000FF,"Pelien jälkeen savelan ässässä voidaan käydä roiskeläpillä..."
11872,neppana,,"rosson bbq kana pannupitsa ai saaaakeli on hyvää"
11875,sonnipitkanen,,"@h4ssinen_ VII NA VII NA"
11875,pelcomkonsepti,#FF0000,"dodojam dodojam dodojam dodojam dodojam dodojam dodojam HUH HUH HUH HUH"
11876,oonraimonvuokranantaja,#008000,"Saako rossosta lehtipihviä?"
11880,kvaakmito,#FF69B4,"Take away!"
11881,jollevaan,#008000,"Olvarille tarjois kyllä bissen jos baarissa tuo jantteri vastaan tulis"
11881,captbablobronzebeard,#FF69B4,"onko prisma?"
11881,sonnipitkanen,,"Takeaway"
11882,amosdd_,#000000,"ltseni hirveästi juo alkoholia niin aina tissuttele vaan juon yleensä kaksi lonkeroa siihen jää tykkää nauttia illasta enkä tykkää olla hirveässä kännissä ja sit on kiva muistella edellistä iltaa eikä silleen tai muista koko edellisestä illasta mitään.  lirikLIT"
11884,deluxefox,#9ACD32,"Yksi kalja ja hyvä ruoka."
11887,gepo98,#008000,"oho hese :O"
11888,raattani,#B22222,"xff"
11889,jomenaa,#1E90FF,"xff"
11890,temegron,#0000FF,"xff"
11890,opvirtanen,,"Olvarin lemppari bisse?"
11890,kolaola_,#00FF7F,"xff"
11891,mr_kullikas,#FF0076,"ei kannata muuta kuin take-away"
11891,karrypekka,#DAA520,"xff"
11893,b3nt0ni,#B22222,"xff"
11893,69vili69,#FF0000,"aleksib kauttaaikojen yliarvostetuin igl ? totta vai tarua"
11893,eevertti217,,"Madonna on raahen paras"
11893,juugels_,#00FF7F,"@H4ssinen_ oo vaikka pornotähti aleksi virolaisen puolella"
11894,x_ankka,#FF0000,"makazzelle joku pelitys tulossa"
11894,mallikasm,#FF4500,"xff"
11895,sm1rren,#00FF7F,"xff"
11895,oddss,#CC00A7,"pancho on vitun kova"
11896,kamuliini,#1E90FF,"xff"
11900,flybymoon,#FF0000,"""""""oikee"""""""
11901,somalb0b,#0000FF,"!sampp"
11903,manem,#FF0000,"Mutta siellä suomen paras kebab"
11904,jsaddg,,"Onks Alto Mare vielä hengissä Raahessa?"
11905,saekeas,#8A2BE2,"raahessaha on suomen paras kebu paikka, eikö se ollu"
11905,ssamppa_,#7BFF00,"Finlandia on kova"
11907,icebird1029,#1E90FF,"Prosciutto Crudo pizza on GOATED"
11907,napandr,,"Iisalmen Holy Bacon on vissii todella hyvä"
11907,hanekinn,#D2691E,"Ollinsaaren kebabgrilli"
11908,karvakanki,#DAA520,"Pullapirtti"
11908,exodnb,,"Kun laittaa hiiren tohon striimin päälle tossa vasemmassa valikossa, niin sopivasti on Q ja Finals eri rivillä :D Luin vaan et ESL Pro League Finals"
11910,somalb0b,#0000FF,"!samppa"
11910,nightbot,#7C7CE1,"Samppa on Raahen hermeettisin mies! + jinxaavin + vauvasuu + ei oo ollu faceitil"
11914,onzaaah,#FF0000,"Joel"
11915,eetusqt,#AFFF25,"samppa tuutko pancholle"
11919,sahi0ja123456789,,"!samppa"
11919,karrypekka,#DAA520,"oon aika varma et panchoa ei lasketa ravintolaks :DDD"
11920,paavoofficiai,#1E90FF,"Ei ole Jyvääskylässä Pancho villaa"
11920,flybymoon,#FF0000,"Eikö hienoin paikka ole tuolla ABC"
11924,hulivilivoo,,"Montako hesburgeria raahessa?"
11925,sylvesterfin,#FF0000,"Jetin sanoin, jos luulet, että oma elämäs on p*erseestä, niin käyppä Raahessa."
11928,thelepazzz,#00FF7F,"Joel"
11928,mustidiorr,#B22222,"@JSAddg ion"
11930,ssamppa_,#7BFF00,"Raahe goated paikka"
11930,sosaot,#FF0000,"Raahen Hovi"
11931,myssymasa,,"@paavoofficiai onha"
11936,paavoofficiai,#1E90FF,"Missä"
11940,mor_lester69,,"Upin grilli on kahden Michelin tähden ravintola"
11940,thatf1nn,#0000FF,"Kuhmossa kolme vaihtoehtoa: Kuhmon pizzeria, thai ravintola ja S-market"
11940,onzaaah,#FF0000,"Sepässä"
11940,myssymasa,,"@paavoofficiai sepässä"
11944,paavoofficiai,#1E90FF,"Jaaaaaa"
11948,onzaaah,#FF0000,"pelle"
11951,traplikeracoonzs,,"Millon Olvari perustaa OlvarinGrilli & Kebab ?"
11953,myssymasa,,"@onzaaah LUL"
11977,haransilima,#1E90FF,"Kaveri aikoinaan pyöritti ravintolaa raahessa ja se lopetti sen sen takia kun parhaimmillaan raahelaiset kävi vittuilemassa tiskillä eikä ostaneet mittää"
11981,paavoofficiai,#1E90FF,"@onzaaah Ota iisi vaa"
11990,rotko4,,"Torzi, ei jimi"
11993,rotko4,,"Kännissä"
12000,frrrreezy,#8A2BE2,"wonderful ei taas osu tänään"
12006,sonnipitkanen,,"16 sek xff"
12010,xflubu,#FF4500,"xf"
12011,jomenaa,#1E90FF,"xff"
12012,jonneauh,#FF69B4,"Missä matias"
12013,xflubu,#FF4500,"xff"
12013,0ramatti,#FF18F9,"WONDERBOT"
12019,xflubu,#FF4500,"!turku"
12020,hanipuudeli,#FF0000,"@frrrreezy eihän se koskaan"
12020,janiloxz,#1E90FF,"miten wonderful ei saa yhtään bossilla"
12023,tomimikaeli,#DAA520,"miksei navi oikeest haluu päästä eroo tost wonderfulist"
12028,xflubu,#FF4500,"!samppa"
12028,nightbot,#7C7CE1,"Samppa on Raahen hermeettisin mies! + jinxaavin + vauvasuu + ei oo ollu faceitil"
12030,isosauno6,,"torsti oli"
12030,harosh1ma,#008000,"te oli torsti"
12030,opvirtanen,,"Oli torttu"
12030,lukaxs11,,"torsti"
12032,pelcomkonsepti,#FF0000,"OLI TORSTI"
12032,astraex_,#8400FF,"se oli torzsi"
12033,veedubtw,#FF69B4,"@tomimikaeli miks ihmeessä :D"
12033,lukaxzxzx,,"torsti"
12034,mor_lester69,,"Torsti"
12034,jollevaan,#008000,"Oli torssi"
12034,temuli699,,"Torzi"
12035,eetusqt,#AFFF25,"kilppari oli"
12036,sonnipitkanen,,"@haransilima harmi ku samppa teki niin ilkeesti"
12036,rotko4,,"Torsti työnsi. Jimi holdas donitsia"
12036,raattani,#B22222,"!samppa"
12036,powerful_nub,#1E90FF,"tosti oli"
12036,eipaljooaisaatana,,"torpeedo oli"
12039,testotino,,"torttu"
12040,captbablobronzebeard,#FF69B4,"olvari oli väärässä"
12040,arskaz13,#0000FF,"@pelaajatcom ootteko koskaa testannu sellasta pizza-automaattia xff"
12043,jollevaan,#008000,"Taussi oli"
12043,moelli57,#E020FF,"wonderfullilla lifegame menossa"
12046,jessez_90,,"Kiva kattella wonderfullin osumista ku äske sai nähä monesyä 😅"
12046,saskamalastaxd,,"tyhmä"
12047,lohifn,#FF69B4,"Na savu"
12048,b3nt0ni,#B22222,"paska-arttu"
12049,xflubu,#FF4500,"Onko paskasamppa ollu faceitis"
12050,jomenaa,#1E90FF,"AYAYA nyt on lääkkeet haettu AYAYA"
12053,temuli699,,"Sen pov ihan näytettiin rundin aikana selostajat vähän kujalla 😂😂"
12053,tomimikaeli,#DAA520,"@veedubtw performaa t2 tasolla t1 peleissä"
12053,sonnipitkanen,,"#HYVÄSAMPPA"
12053,rane8d,#FF0000,"@tomimikaeli kerro ihmees kuka tilalle"
12053,kasperi1999,#0000FF,"ne sekottaa kyllä helposti kun molemmilla silmälasit:D"
12055,lukaxzxzx,,"#paska-arttu"
12056,testotino,,"ripuli-Arttu"
12068,mrjuippi,#275331,"olilla on iso muna"
12073,nightbot,#7C7CE1,"ESL Pro League -kohteet Veikkauksella! Pelaa maltilla. https://pelaajat.com/out/veikkaus3"
12074,mck3ke,#FF4500,"!konsepti"
12074,nightbot,#7C7CE1,"tuntematonmina: pcom on konseptina jotenkin kiehtova. Pari spedeä vittuilee pelaajille, satunnaisille katsojille ja puhuu puolihäyttömiä cs matsin päälle. Välitauoilla kuunnellaan lastenlauluja ja meemibiisejä. 1500 muuta idioottia kattoo sitä aamulla kukonlaulun aikaan."
12074,ximallu,#25D0B5,"@veedubtw Liian inconsistent imo mut eipä siihe tilallekkaa taiha saada atm ketää"
12074,haisetviinalle,#FF69B4,"kiva arttu"
12079,nicetin,#FF69B4,"FirstTimeChatter"
12080,captbablobronzebeard,#FF69B4,"FirstTimeChatter"
12081,veedubtw,#FF69B4,"@tomimikaeli 1.10 rating :DDDD jees"
12082,homeinenkives,#9ACD32,"@traplikeracoonzs Otatko iskenderisi miedolla, keskirankalla vai rankalla vittuilulla? Olis muuten aika kova mesta..."
12083,jss11,#00FF7F,"#kakkarttu"
12084,joopa93,#B22222,"makke"
12084,jermuz,#1E90FF,"FirstTimeChatter"
12087,veedubtw,#FF69B4,"huutista"
12088,b3nt0ni,#B22222,"FirstTimeChatter"
12091,sirnikzu,#2E8B57,"FirstTimeChatter"
12110,koudero,,"Kukaaan ei kuole"
12110,traplikeracoonzs,,"@HomeinenKives Kyl keskirankka vittuilu aina maistuu !"
12120,rotko4,,"Wondermiss"
12121,astraex_,#8400FF,"LOL"
12122,nikez37,#00FF7F,"xff xff xff"
12123,gepo98,#008000,"xff"
12124,b3nt0ni,#B22222,"xff"
12129,senji1337,#2E8B57,"xff"
12129,eriklul,,"xff"
12130,moffey_,#FF0000,"VITTTUUU"
12130,grillimaestro,#0000FF,"xff"
12131,sonnipitkanen,,"xff"
12132,jomenaa,#1E90FF,"xff"
12132,rotko4,,"xff"
12132,astraex_,#8400FF,"xff"
12132,onzaaah,#FF0000,"bottib"
12134,mallikasm,#FF4500,"xff"
12134,de_baals,#008000,"Allu nyt se pullo ki"
12134,hanipuudeli,#FF0000,"wonderbot vittu"
12135,riquuuuuuuu,#FF0000,"xff"
12136,batakokki,#0000FF,"vuohi"
12136,habariyajioni,#0000FF,"xff"
12136,raattani,#B22222,"jimppattipimpatti"
12137,homosipuli,#0000FF,"nt"
12137,flyysdinero,#0000FF,"kätsättii kulli kädes"
12138,s1su007,#FF0000,"ffffffffffffffffffffxxxxxxxxxxxx"
12138,lukaxs11,,"puukko käteen?"
12139,magisklicker,#1E90FF,"w0nderbot vittu"
12140,art1uu,#00FF7F,"xff"
12142,69vili69,#FF0000,"hyvä taku kyllä aleksilta ottaa tuo puukko kätee"
12146,vjsdd,#1E90FF,"miks kaikilla on 7tv"
12149,laurilaiska,#D2691E,"wonder jo melkeen osu Pog"
12150,kkongukko,#9ACD32,"vittu sä veeti olet PASKA :DDDDDDD"
12150,arkkis27,#1E90FF,"FirstTimeChatter"
12150,purpeel,#8A2BE2,"SILVER CHAT"
12151,vjsdd,#1E90FF,"xff näyttää tylsältä ilman"
12151,eb1nladen,#FF0000,"awful"
12154,vusalasimov,#1E90FF,"onko wonderilla edes damagea tehtynä"
12155,m0ilanen,#8A2BE2,"ddx"
12157,xxdim3bagxx,#5F9EA0,"Aina luottanu NotLikeThis"
12159,s1su007,#FF0000,"hagrid w0nderille kiitos!"
12160,d1cee_,#FF69B4,"@tomimikaeli moi"
12175,frrrreezy,#8A2BE2,"xff"
12176,astraex_,#8400FF,"gg"
12176,homeinenkives,#9ACD32,"@traplikeracoonzs Ehdottomasti. Joskus baari-illan jälkeen vois mennä ihan rankkakin"
12178,0ramatti,#FF18F9,"WONDERFUUUL"
12179,the2k2,#FF0000,"Navittsa"
12182,saunantakainen,#8A2BE2,"xff"
12184,arskaz13,#0000FF,"Torzsilla 3 tappoa ja 8.4 adr LUL LUL"
12184,trheeps,#B22222,"Tänäänkö suomalainen voittaa"
12184,moelli57,#E020FF,"@s1su007 ei kannata tuhlata hagridia kyll wonderille"
12185,t0lppa,#EC73FA,"Oho wonderbot sai yhen xff"
12186,karrypekka,#DAA520,"xff"
12187,delewaa,#1E90FF,"xff ͏"
12187,gepo98,#008000,"Joel"
12187,magisklicker,#1E90FF,"Ei vittu w0nderful"
12188,oonraimonvuokranantaja,#008000,"xff"
12188,jelohhi,#5F9EA0,"tää on kyllä paska mappi."
12190,tomimikaeli,#DAA520,"@d1cee_ moeh"
12190,pawanast,#8A2BE2,"Arttu. Se oli vuosi 2008, kun Iisalmen keskustassa meidän katseemme kohtasivat. Näytit hieman aralta ja pelästyneeltä. Joit olutta. En uskaltanut tulla puhumaan, vaikka teit minuun suuren vaikutuksen massiivisella olemuksellasi. Sen jälkeen kiipesinkin puuhun, koska olen VITTU ORAVA, ÄIJÄ MEINAS IHASTUA ORAVAAN MITÄ VITTUA ARTTU! @pelaajatcom"
12193,long_live_athena,#2E8B57,"Gg"
12195,nattinen69,#D2691E,"Ite oon Pelcomia kattonut yhteensä varmaan kymmeniä tunteja ja oon 100% kunnossa vaikka oon kattonut varmaan 100 tuntiakin pelcomia kattonut"
12195,tuppeeee,,"oisko hagrid buffia wonderfulille"
12196,vesterix79,#8A2BE2,"MONKE slowiClap"
12197,traplikeracoonzs,,"@HomeinenKives Vaatii sen pienen laskuhumalan nii tuntuis vittuilu paremmalta ! :D"
12198,get_donked,,"Tennistä"
12200,s1su007,#FF0000,"@moelli57 tämäkin totta!!!"
12201,testotino,,"bitti clutchi ministeri"
12207,frrrreezy,#8A2BE2,"Nuori osuja wonderful sai tapon, voisivatko selostajat kehua häntä, ettei tule paha mieli :)"
12210,ggjali,#1E90FF,"Onko Arttu sun lempi lehtipuu muuttunut?"
12211,xlir0,#FF69B4,"@Jelohhi tää on vihree mirage"
12214,lukaxs11,,"joku jos nää voittaa ni bit"
12214,anttiii1,,"LUL LUL LUL"
12217,sihtisuoraanmaagista,#00FF7F,"Navi oo ottanu kierrostakaa sen jälkee ku avasin striimin, ihana tilanne"
12225,magisklicker,#1E90FF,"Oli virhe kyllä potkia s1mple"
12234,gepo98,#008000,"@sihtisuoraanmaagista striimi kii"
12237,homeinenkives,#9ACD32,"@traplikeracoonzs Tai se dagen efter..."
12239,s1su007,#FF0000,"-w0nderfull +p3kkocs"
12241,karrypekka,#DAA520,"@magisklicker xdd"
12244,mrahvar,#FF69B4,"!watchtime"
12245,sihtisuoraanmaagista,#00FF7F,"@gepo98 moi pitää mennä....."
12246,arskaz13,#0000FF,"@magisklicker lähti itse"
12247,ziuer,#D2691E,"@sihtisuoraanmaagista lähe menee!!"
12247,the2k2,#FF0000,"Nt bitti"
12248,w1su,#FF0000,"@magisklicker oot vaa pihalla oo hilja"
12248,senji1337,#2E8B57,"xff ͏"
12251,mrahvar,#FF69B4,"!followage"
12251,streamelements,#5B99FF,"@MrAhvar, mrahvar has been following pelaajatcom for  6 years 7 months 9 days 19 hours"
12256,banneddiscobar,#9ACD32,"@magisklicker hyvä ragebaitti"
12257,rasezi_,#00FF7F,"@magisklicker eihän ne voittanut kun majorti sen jälkeen"
12262,torsohhh,#FF0000,"!followage"
12263,streamelements,#5B99FF,"@Torsohhh, torsohhh has been following pelaajatcom for  6 years 7 months 9 days 16 hours"
12266,arskaz13,#0000FF,"@pelaajatcom kattokaa torstin adr"
12266,mmuroja,#FF0000,"!followage"
12266,nicetin,#FF69B4,"FirstTimeChatter  ͏"
12269,korpa12,#FF69B4,"!followage"
12269,streamelements,#5B99FF,"@korpa12, korpa12 has been following pelaajatcom for  6 years 7 months 13 days 23 hours"
12269,1qweeny,#ECE29F,"pelJimi"
12271,hanipuudeli,#FF0000,"@s1su007 en ajattele ruokaa ruokana vaan polttiaineena"
12274,ediboi,,"Perjantai meininki napsss"
12274,lekehimself,#FF69B4,"!followage"
12275,streamelements,#5B99FF,"@Lekehimself, lekehimself has been following pelaajatcom for  6 years 7 months 11 days 17 hours"
12277,rotko4,,"Onneks nähtii ne tapot"
12279,rauliizio,,"!followage"
12280,harosh1ma,#008000,"xff"
12282,frrrreezy,#8A2BE2,"xff"
12282,18suutari18,,"!followage"
12282,streamelements,#5B99FF,"@18suutari18, 18suutari18 has been following pelaajatcom for  4 years 6 months 25 days 1 hour"
12282,manttsi,#FF69B4,"!followage"
12283,kamuliini,#1E90FF,"xff ͏"
12283,b3nt0ni,#B22222,"xff ͏"
12285,jelohhi,#5F9EA0,"@xLir0 mirages ei sentää mee sata kamaa ekaa 20 sekuntii ja erät päätetää siihe kummal menee ajurit paremmi"
12285,ggjali,#1E90FF,"xff"
12285,raattani,#B22222,"xffg"
12286,sirnikzu,#2E8B57,"xff"
12286,jomenaa,#1E90FF,"pelFhat"
12291,klasuh,,"xff"
12291,worisito,#0000FF,"Servulla on varas"
12301,kvaakmito,#FF69B4,"Mut onneks ei oo 6 tappio 7 ADR six seven"
12303,hekezikekezi,#FF69B4,"Voi"
12306,1qweeny,#ECE29F,"jeloJoel"
12306,hekezikekezi,#FF69B4,"Cs2"
12307,jomenaa,#1E90FF,"samppa4Hymy"
12310,arkkis27,#1E90FF,"samppa4Hymy"
12311,jomenaa,#1E90FF,"pelSamppa"
12312,mmuroja,#FF0000,"!vichy"
12312,nightbot,#7C7CE1,"Käyttäjä vichyvirmanen on asetettu jäähylle 43200 sekunnin ajaksi"
12312,powerful_nub,#1E90FF,"valosyötöt?"
12315,paavoofficiai,#1E90FF,"@pelaajatcom valot"
12318,eetusqt,#AFFF25,"samppa4Hymy"
12319,antero71,#FF0000,"flash assist kuuluu"
12320,manttsi,#FF69B4,"!followage"
12321,streamelements,#5B99FF,"@manttsi, manttsi has been following pelaajatcom for  6 years 7 months 13 days 23 hours"
12321,0lttu_,,"xff"
12326,sonnipitkanen,,"SAMPPA MIKS OOT RÖISSÄ HUMALASSA"
12328,rauliizio,,"!followage"
12328,streamelements,#5B99FF,"@rauliizio, rauliizio has been following pelaajatcom for  5 years 4 months 26 days 22 hours"
12329,ediboi,,"Kuka täällä ei olis humalassa?"
12330,jomenaa,#1E90FF,"päissää,,,, samppa4Thinking pelSamppa"
12331,astraex_,#8400FF,"ja naville"
12333,soiro86,,"Navi vie econ"
12333,gepo98,#008000,"#paskaSamppa"
12333,sonnipitkanen,,"#paskasamppa"
12334,arkkis27,#1E90FF,"SAMPATTAA samppa4Hymy"
12335,b3nt0ni,#B22222,"#paskasamppa"
12335,frrrreezy,#8A2BE2,"??????????"
12335,tatu0808,#0000FF,"PASKASAMPPA TAOA"
12337,miksub0b,#FF0000,"#paskasamppa"
12339,makkoftw,#000000,"pelSamppa pelSamppa pelSamppa"
12340,koudero,,"xff"
12342,art1uu,#00FF7F,"xff"
12342,magisklicker,#1E90FF,"xD"
12342,veedubtw,#FF69B4,"NAVITTAAAAAAAAAAAA"
12353,sihtisuoraanmaagista,#00FF7F,"-ancient +cache"
12358,k1rre1,,"On nämä Hemuli juontajia"
12359,salmonl_,,"Onko juontajille ihan sama kumpi voittaa"
12365,gepo98,#008000,"!sik"
12366,nightbot,#7C7CE1,"FAKIN SIK"
12367,dolerson,#00FF7F,"NA VITUTTAA"
12370,temegron,#0000FF,"veri guud"
12371,joonalolxd,#FF7F50,"pelFhat"
12372,veedubtw,#FF69B4,"tec nöyryytys"
12372,jelohhi,#5F9EA0,"@sihtisuoraanmaagista yes"
12373,drouhhh,,"kunhan aleksi voittais"
12374,s1su007,#FF0000,"-aleksi +aleksi"
12376,laurilaiska,#D2691E,"!konsepti"
12376,nightbot,#7C7CE1,"tuntematonmina: pcom on konseptina jotenkin kiehtova. Pari spedeä vittuilee pelaajille, satunnaisille katsojille ja puhuu puolihäyttömiä cs matsin päälle. Välitauoilla kuunnellaan lastenlauluja ja meemibiisejä. 1500 muuta idioottia kattoo sitä aamulla kukonlaulun aikaan."
12379,lakex__,,"vittu xertionilla on isot tissit"
12385,jelohhi,#5F9EA0,"b1tin pallit <3"
12386,moelli57,#E020FF,"@sihtisuoraanmaagista +1"
12388,jomenaa,#1E90FF,"NAA VII NAA VII NAA VII NAA"
12388,get_donked,,"oli kyl kikit"
12388,pashuxx,#00FF7F,"masterclass pelSleep"
12394,elmansu,#0000FF,"ooonko ainoa joka haluais zertionin mun imettäjäks?"
12395,arskaz13,#0000FF,"Torstin adr 6.7 Kappa"
12396,ggjali,#1E90FF,"OLVARI Mikä on sun lempi lehtipuu?"
12397,sihtisuoraanmaagista,#00FF7F,"@lakex__ oispa maitoa t. Xertion"
12399,jomenaa,#1E90FF,"xff"
12399,m0ilanen,#8A2BE2,"kunhan hiiret voittaa se on pääasia"
12400,sibeelius,#005C66,":D"
12400,mehuri_,,"hä?"
12406,hannula32,#0000FF,"xertion buildi on oikeesti aika helevetin masterclass"
12407,testotino,,"Pekka pouta ollu aikanaan moshpitissä"
12408,long_live_athena,#2E8B57,"HUH"
12410,ediboi,,"Mmitä"
12424,kaafu_karhu,#FF0000,"lähteekö toine joukkue himaa vai?"
12429,jutosu,#FF0000,"kuman joukkueen puolella on selostajat?"
12433,valsunjo,,"ai moshb1tissä"
12438,janiloxz,#1E90FF,"wonderful?"
12439,gepo98,#008000,"@kaafu_karhu juu"
12439,kkongukko,#9ACD32,"hei jimfat siel on peli menossa :D"
12440,onzaaah,#FF0000,"pelin puolella nää on"
12440,testotino,,"Facebookista löytyy ryhmä Pekka pouta joka päivä moshpitissä 😂"
12441,0ramatti,#FF18F9,"hieno puukko"
12444,magisklicker,#1E90FF,"mitä w0ndrful säätä ä:D"
12445,pottusalaatti,#FF69B4,"míkä wonderfullin plääni oli"
12445,iblenx,#5F9EA0,"tottakai wonderful osuu tollasen xff"
12446,vit0nen,#FF69B4,"Tere Sammallahti oli Lorna Shiren pitissä"
12446,ediboi,,"B1tissä"
12448,r3inth,#DAA520,"jimi ollu kyllä hakattavana koko vuoden"
12449,d1cee_,#FF69B4,"@kkongukko ootko og kongukko"
12451,dainthesecond,#1E90FF,"Vieläkö facessa on se ryhmä johon tulee päivittäin pekka pouta moshpitis?"
12451,kaafu_karhu,#FF0000,"@Gepo98 no vittu :D"
12452,me1sau,#0000FF,"@jutosu juu"
12452,aimorapula,,"Missähän jimi käy parturissa"
12454,expresidentti,,"6-7 tulossa xfff"
12455,lakex__,,"@jutosu navin koska jimi ei valinnu olvaria dreamteamii"
12458,jomenaa,#1E90FF,"@DainTheSecond Luulis"
12460,kkongukko,#9ACD32,"@d1cee_ mistä tunnet sen nimisen kaverin"
12463,sonnipitkanen,,"Helppoa ja hauskaa"
12468,homeinenkives,#9ACD32,"Pekka Poudan lepattavat pallit mainittu. Nyt on laatua selostuksessa."
